1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.985587867407270224e-01,-7.381817876745937479e-01,2.943185505774910671e-01,1.849279393370363567e-01,1.130909106162703015e-01,5.441477825866236628e+01,1.329739628407619723e+00,1.620533793043520188e+00,1.552800240193724868e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,6.610913980808531543e-01,-6.956717139949919471e-01,-1.380114013873765533e+00,1.830545699040426466e-01,1.152164143002503971e-01,2.929828979189351656e+01,1.730704197362242347e+00,1.162027696693537671e+00,2.167589142740096175e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.754611093013653589e-01,-1.414874682148380414e+00,4.218111646236277212e-01,1.887730554650682568e-01,7.925626589258097376e-02,5.632716746935441421e+01,1.347380327133305800e+00,1.537196508565398467e+00,1.236587650242145786e+00
6.666666666666666297e-01,3.333333333333333148e-01,0.000000000000000000e+00,1.030231861888099232e+00,-1.099309929673124575e+00,-4.572737941335987544e-01,2.015115930944049727e-01,9.503450351634376569e-02,4.314089308799601952e+01,1.387794827507687234e+00,1.267073050557714131e+00,1.516478486749749388e+00
6.666666666666666297e-01,0.000000000000000000e+00,3.333333333333333148e-01,6.985587867407270224e-01,-7.381817876745937479e-01,2.943185505774910671e-01,1.849279393370363567e-01,1.130909106162703015e-01,5.441477825866236628e+01,1.329739628407619723e+00,1.620533793043520188e+00,1.552800240193724868e+00
3.333333333333333148e-01,6.666666666666666297e-01,0.000000000000000000e+00,1.004457654067896888e+00,-7.840929014576463185e-01,-1.088727523879021941e+00,2.002228827033948333e-01,1.107953549271176730e-01,3.366908714181467133e+01,1.570751465627272081e+00,1.171774560639283980e+00,2.011373457977707613e+00
3.333333333333333148e-01,0.000000000000000000e+00,6.666666666666666297e-01,7.754611093013653589e-01,-1.414874682148380414e+00,4.218111646236277212e-01,1.887730554650682568e-01,7.925626589258097376e-02,5.632716746935441421e+01,1.347380327133305800e+00,1.537196508565398467e+00,1.236587650242145786e+00
0.000000000000000000e+00,6.666666666666666297e-01,3.333333333333333148e-01,2.689400856111374694e-01,-1.061542496517765555e+00,-1.275515828936301332e+00,1.634470042805568624e-01,9.692287517411171671e-02,3.086726256595547824e+01,1.628588827239203507e+00,1.175838412771033292e+00,1.762985094525027607e+00
0.000000000000000000e+00,3.333333333333333148e-01,6.666666666666666297e-01,3.229974114870598489e-01,-1.516329443502486329e+00,-6.162640742583086473e-01,1.661498705743529869e-01,7.418352782487566688e-02,4.075603888612536707e+01,1.448331733243727326e+00,1.257681553504568672e+00,1.324849552660317231e+00
3.333333333333333148e-01,3.333333333333333148e-01,3.333333333333333148e-01,6.184322601231897476e-01,-1.552955942733075023e+00,-1.300736421716332802e-01,1.809216130061594985e-01,7.235220286334623219e-02,4.804889536742550149e+01,1.380857994980767334e+00,1.351884824138264607e+00,1.250921993157254164e+00
